date,category,type,amount,description,payment_method
2022-03-23,Assinaturas,despesa,550.31,Assinaturas — transação automática,Cartão de Crédito
2024-04-27,Transporte,despesa,299.61,Transporte — transação automática,Cartão de Crédito
2022-11-11,Vestuário,despesa,355.26,Vestuário — transação automática,Pix
2024-12-11,Educação,despesa,333.74,Educação — transação automática,Débito
2022-07-23,Saúde,despesa,211.84,Saúde — transação automática,Pix
2024-08-31,Manutenção,despesa,441.68,Manutenção — transação automática,Boleto
2022-01-21,Manutenção,despesa,477.18,Manutenção — transação automática,Transferência
2024-10-30,Assinaturas,despesa,431.76,Assinaturas — transação automática,Transferência
2023-02-02,Alimentação,despesa,804.17,Alimentação — transação automática,Débito
2023-06-28,Educação,despesa,308.91,Educação — transação automática,Cartão de Crédito
2024-04-10,Alimentação,despesa,5.0,Alimentação — transação automática,Transferência
2023-04-11,Assinaturas,despesa,768.68,Assinaturas — transação automática,Pix
2024-02-27,Moradia,despesa,331.27,Moradia — transação automática,Boleto
2023-02-20,Salário,receita,5104.03,Salário — transação automática,Boleto
2023-08-23,Saúde,despesa,423.74,Saúde — transação automática,Transferência
2024-07-31,Bônus,receita,4659.1,Bônus — transação automática,Pix
2022-02-14,Assinaturas,despesa,5.0,Assinaturas — transação automática,Débito
2023-08-07,Vestuário,despesa,185.24,Vestuário — transação automática,Cartão de Crédito
2024-07-23,Lazer,despesa,559.84,Lazer — transação automática,Boleto
2023-02-13,Educação,despesa,194.23,Educação — transação automática,Pix
2022-11-10,Impostos,despesa,543.73,Impostos — transação automática,Transferência
2024-01-18,Transporte,despesa,537.48,Transporte — transação automática,Boleto
2022-06-17,Moradia,despesa,359.81,Moradia — transação automática,Transferência
2024-07-31,Vestuário,despesa,226.57,Vestuário — transação automática,Boleto
2024-10-04,Salário,receita,4306.1,Salário — transação automática,Boleto
2023-11-18,Bônus,receita,4132.86,Bônus — transação automática,Boleto
2022-04-17,Moradia,despesa,464.85,Moradia — transação automática,Cartão de Crédito
2023-10-25,Salário,receita,6102.49,Salário — transação automática,Cartão de Crédito
2022-06-09,Impostos,despesa,281.38,Impostos — transação automática,Transferência
2024-07-01,Bônus,receita,4717.22,Bônus — transação automática,Transferência
2023-07-29,Rendimentos,receita,7998.54,Rendimentos — transação automática,Boleto
2022-08-21,Vestuário,despesa,18.7,Vestuário — transação automática,Boleto
2022-04-22,Impostos,despesa,465.66,Impostos — transação automática,Cartão de Crédito
2024-06-13,Vestuário,despesa,478.32,Vestuário — transação automática,Débito
2022-06-28,Alimentação,despesa,486.99,Alimentação — transação automática,Pix
2022-11-28,Impostos,despesa,408.88,Impostos — transação automática,Transferência
2024-04-18,Alimentação,despesa,218.57,Alimentação — transação automática,Cartão de Crédito
2022-06-18,Impostos,despesa,5.0,Impostos — transação automática,Débito
2024-04-28,Bônus,receita,5474.67,Bônus — transação automática,Transferência
2024-02-16,Rendimentos,receita,7116.29,Rendimentos — transação automática,Transferência
2022-06-17,Bônus,receita,6065.08,Bônus — transação automática,Boleto
2024-10-21,Freelance,receita,3598.79,Freelance — transação automática,Pix
2023-09-16,Assinaturas,despesa,238.4,Assinaturas — transação automática,Pix
2024-01-31,Educação,despesa,180.69,Educação — transação automática,Débito
2023-06-06,Moradia,despesa,96.22,Moradia — transação automática,Pix
2024-06-11,Assinaturas,despesa,91.07,Assinaturas — transação automática,Pix
2024-08-27,Educação,despesa,532.51,Educação — transação automática,Boleto
2023-07-05,Alimentação,despesa,276.0,Alimentação — transação automática,Débito
2024-12-14,Vestuário,despesa,546.66,Vestuário — transação automática,Transferência
2022-10-01,Rendimentos,receita,1592.43,Rendimentos — transação automática,Cartão de Crédito
2023-12-12,Moradia,despesa,5.0,Moradia — transação automática,Débito
2023-01-05,Impostos,despesa,491.7,Impostos — transação automática,Transferência
2023-04-21,Manutenção,despesa,71.75,Manutenção — transação automática,Débito
2024-12-30,Vestuário,despesa,140.22,Vestuário — transação automática,Débito
2022-02-16,Bônus,receita,2497.71,Bônus — transação automática,Transferência
2023-03-31,Salário,receita,2557.58,Salário — transação automática,Cartão de Crédito
2024-09-30,Freelance,receita,2967.48,Freelance — transação automática,Boleto
2024-12-30,Moradia,despesa,25700.48,Moradia — transação automática [ANOMALIA INJETADA],Débito
2023-06-19,Lazer,despesa,5.0,Lazer — transação automática,Transferência
2023-04-05,Salário,receita,6800.67,Salário — transação automática,Cartão de Crédito
2023-05-17,Assinaturas,despesa,815.15,Assinaturas — transação automática,Transferência
2024-08-28,Impostos,despesa,443.35,Impostos — transação automática,Boleto
2023-12-24,Transporte,despesa,5.0,Transporte — transação automática,Transferência
2023-09-14,Alimentação,despesa,493.75,Alimentação — transação automática,Cartão de Crédito
2022-03-22,Educação,despesa,158.99,Educação — transação automática,Boleto
2023-10-19,Salário,receita,5691.29,Salário — transação automática,Transferência
2024-02-06,Salário,receita,5068.62,Salário — transação automática,Cartão de Crédito
2024-08-06,Salário,receita,4814.92,Salário — transação automática,Débito
2024-08-29,Bônus,receita,3532.2,Bônus — transação automática,Boleto
2023-07-07,Saúde,despesa,603.39,Saúde — transação automática,Cartão de Crédito
2023-01-18,Impostos,despesa,500.27,Impostos — transação automática,Pix
2022-07-27,Alimentação,despesa,5.0,Alimentação — transação automática,Boleto
2023-01-06,Impostos,despesa,881.53,Impostos — transação automática,Transferência
2022-11-29,Bônus,receita,7480.17,Bônus — transação automática,Débito
2023-06-12,Salário,receita,1757.11,Salário — transação automática,Débito
2023-08-09,Assinaturas,despesa,600.05,Assinaturas — transação automática,Débito
2023-02-28,Manutenção,despesa,229.78,Manutenção — transação automática,Transferência
2022-12-29,Impostos,despesa,341.84,Impostos — transação automática,Pix
2024-10-20,Saúde,despesa,178.69,Saúde — transação automática,Transferência
2023-03-10,Salário,receita,4751.03,Salário — transação automática,Pix
2024-10-09,Assinaturas,despesa,574.27,Assinaturas — transação automática,Transferência
2024-07-10,Saúde,despesa,399.07,Saúde — transação automática,Débito
2024-02-05,Salário,receita,4958.71,Salário — transação automática,Transferência
2022-10-20,Salário,receita,3835.22,Salário — transação automática,Transferência
2024-10-29,Moradia,despesa,383.74,Moradia — transação automática,Transferência
2024-10-08,Saúde,despesa,5.0,Saúde — transação automática,Débito
2024-10-10,Impostos,despesa,5.0,Impostos — transação automática,Pix
2024-05-04,Freelance,receita,3105.49,Freelance — transação automática,Transferência
2024-08-17,Moradia,despesa,354.66,Moradia — transação automática,Boleto
2023-08-13,Bônus,receita,5930.04,Bônus — transação automática,Débito
2024-04-16,Alimentação,despesa,237.97,Alimentação — transação automática,Transferência
2023-04-08,Alimentação,despesa,430.52,Alimentação — transação automática,Pix
2022-10-22,Transporte,despesa,475.71,Transporte — transação automática,Boleto
2024-03-06,Lazer,despesa,382.28,Lazer — transação automática,Boleto
2023-06-19,Moradia,despesa,18.16,Moradia — transação automática,Cartão de Crédito
2023-03-03,Educação,despesa,485.29,Educação — transação automática,Pix
2023-12-24,Assinaturas,despesa,460.08,Assinaturas — transação automática,Cartão de Crédito
2022-08-06,Assinaturas,despesa,5.0,Assinaturas — transação automática,Débito
2023-12-22,Manutenção,despesa,139.19,Manutenção — transação automática,Cartão de Crédito
2024-08-30,Alimentação,despesa,523.09,Alimentação — transação automática,Cartão de Crédito
2023-04-24,Assinaturas,despesa,272.55,Assinaturas — transação automática,Transferência
2022-10-13,Saúde,despesa,347.56,Saúde — transação automática,Boleto
2024-05-07,Saúde,despesa,213.69,Saúde — transação automática,Débito
2023-03-31,Vestuário,despesa,682.09,Vestuário — transação automática,Pix
2023-01-25,Moradia,despesa,5.0,Moradia — transação automática,Pix
2024-05-30,Impostos,despesa,523.94,Impostos — transação automática,Transferência
2023-10-08,Moradia,despesa,555.73,Moradia — transação automática,Cartão de Crédito
2024-07-04,Assinaturas,despesa,558.71,Assinaturas — transação automática,Débito
2022-08-29,Freelance,receita,6458.87,Freelance — transação automática,Débito
2023-11-20,Impostos,despesa,5.0,Impostos — transação automática,Débito
2023-03-24,Manutenção,despesa,422.2,Manutenção — transação automática,Boleto
2023-04-30,Saúde,despesa,285.84,Saúde — transação automática,Débito
2023-10-12,Impostos,despesa,5.0,Impostos — transação automática,Débito
2024-11-28,Educação,despesa,43.09,Educação — transação automática,Boleto
2022-12-24,Moradia,despesa,220.21,Moradia — transação automática,Cartão de Crédito
2024-06-18,Alimentação,despesa,467.34,Alimentação — transação automática,Cartão de Crédito
2023-12-04,Vestuário,despesa,5.0,Vestuário — transação automática,Transferência
2024-08-10,Impostos,despesa,432.86,Impostos — transação automática,Boleto
2022-07-14,Educação,despesa,240.3,Educação — transação automática,Pix
2022-01-20,Freelance,receita,1224.49,Freelance — transação automática,Transferência
2024-08-01,Rendimentos,receita,6446.36,Rendimentos — transação automática,Boleto
2022-09-24,Manutenção,despesa,402.43,Manutenção — transação automática,Pix
2024-01-10,Saúde,despesa,296.8,Saúde — transação automática,Transferência
2024-08-30,Lazer,despesa,270.76,Lazer — transação automática,Débito
2022-06-06,Vestuário,despesa,527.67,Vestuário — transação automática,Transferência
2022-09-01,Alimentação,despesa,504.27,Alimentação — transação automática,Pix
2023-06-23,Freelance,receita,7416.79,Freelance — transação automática,Pix
2022-04-07,Assinaturas,despesa,542.2,Assinaturas — transação automática,Boleto
2022-08-12,Moradia,despesa,458.13,Moradia — transação automática,Transferência
2023-03-16,Lazer,despesa,458.36,Lazer — transação automática,Pix
2023-03-16,Educação,despesa,543.6,Educação — transação automática,Boleto
2023-10-25,Manutenção,despesa,665.58,Manutenção — transação automática,Boleto
2024-04-08,Moradia,despesa,323.3,Moradia — transação automática,Boleto
2024-05-05,Saúde,despesa,304.86,Saúde — transação automática,Débito
2024-03-08,Impostos,despesa,155.61,Impostos — transação automática,Pix
2024-05-06,Educação,despesa,383.41,Educação — transação automática,Pix
2023-03-15,Impostos,despesa,153.82,Impostos — transação automática,Débito
2022-06-17,Vestuário,despesa,397.49,Vestuário — transação automática,Boleto
2023-09-25,Alimentação,despesa,5.0,Alimentação — transação automática,Transferência
2023-11-07,Vestuário,despesa,672.48,Vestuário — transação automática,Débito
2023-01-28,Alimentação,despesa,5.0,Alimentação — transação automática,Transferência
2022-07-29,Rendimentos,receita,2261.82,Rendimentos — transação automática,Débito
2022-03-02,Alimentação,despesa,289.04,Alimentação — transação automática,Pix
2023-04-29,Salário,receita,2620.06,Salário — transação automática,Transferência
2022-10-30,Educação,despesa,404.32,Educação — transação automática,Pix
2022-02-21,Saúde,despesa,447.1,Saúde — transação automática,Boleto
2022-06-11,Transporte,despesa,488.79,Transporte — transação automática,Cartão de Crédito
2024-11-06,Assinaturas,despesa,140.84,Assinaturas — transação automática,Débito
2023-03-28,Salário,receita,5015.73,Salário — transação automática,Débito
2022-10-03,Alimentação,despesa,438.24,Alimentação — transação automática,Transferência
